,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,credit_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,Total Wealth,social_class,loan_type,credit_rating,loan_term_type
1984,2,Graduate,Yes,6100000,15500000,8,758,8900000,4000000,13300000,7200000,Approved,39500000,High Middle Class,Gold,Good,Long Term
1985,5,Graduate,Yes,7300000,19600000,10,373,10400000,4700000,19500000,10600000,Rejected,52500000,High Middle Class,Gold,Very Poor,Long Term
1986,3,Not Graduate,Yes,300000,500000,6,876,300000,100000,1100000,300000,Approved,2100000,Low Class,Bronze,Excellent,Intermedate Term
1987,2,Not Graduate,No,4300000,14500000,10,594,11400000,700000,14000000,5300000,Approved,35700000,Low Middle Class,Silver,Poor,Long Term
1988,3,Not Graduate,No,7000000,18400000,18,837,2800000,7900000,15400000,5700000,Approved,38800000,High Middle Class,Gold,Excellent,Long Term
1989,0,Not Graduate,Yes,4900000,16500000,4,600,11100000,2200000,12000000,6500000,Approved,36700000,Low Middle Class,Gold,Poor,Intermedate Term
1990,4,Graduate,No,6200000,12400000,20,547,14200000,10800000,17200000,8000000,Rejected,56400000,High Middle Class,Silver,Poor,Long Term
1991,1,Not Graduate,No,4100000,15800000,12,431,9700000,7300000,15200000,5700000,Rejected,42000000,High Middle Class,Gold,Very Poor,Long Term
1992,0,Not Graduate,Yes,7300000,22600000,12,851,3300000,3400000,24800000,5300000,Approved,44100000,High Middle Class,Gold,Excellent,Long Term
1993,4,Not Graduate,Yes,9200000,28100000,12,760,23200000,9700000,22300000,12900000,Approved,77300000,High Class,Platinum,Good,Long Term
1994,0,Not Graduate,No,800000,2400000,2,716,700000,1200000,3100000,400000,Approved,6200000,Low Class,Bronze,Good,Short Term
1995,4,Not Graduate,No,2900000,11200000,10,744,6600000,4000000,7300000,1600000,Approved,22400000,Low Middle Class,Silver,Good,Long Term
1996,3,Not Graduate,No,8100000,21600000,4,740,22400000,3700000,16900000,9900000,Approved,61000000,High Class,Gold,Good,Intermedate Term
1997,0,Graduate,No,9300000,20300000,14,759,27000000,11600000,26500000,10900000,Approved,85300000,High Class,Gold,Good,Long Term
1998,4,Graduate,Yes,9200000,29400000,14,517,4900000,0,33500000,10100000,Rejected,57700000,High Middle Class,Platinum,Poor,Long Term
1999,3,Not Graduate,Yes,3100000,6300000,18,895,2300000,3400000,10500000,4200000,Approved,23500000,Low Middle Class,Silver,Excellent,Long Term
2000,3,Not Graduate,Yes,7000000,15400000,20,315,19900000,7600000,16400000,5900000,Rejected,56800000,High Middle Class,Gold,Very Poor,Long Term
2001,4,Not Graduate,No,3900000,8800000,14,527,4600000,4900000,14900000,3100000,Rejected,31400000,Low Middle Class,Silver,Poor,Long Term
2002,3,Graduate,No,5500000,19800000,14,853,7300000,3000000,15500000,3100000,Approved,34400000,Low Middle Class,Gold,Excellent,Long Term
2003,0,Graduate,No,6600000,13700000,20,747,3600000,2400000,23900000,6000000,Approved,42500000,High Middle Class,Silver,Good,Long Term
2004,2,Not Graduate,No,9900000,31600000,16,892,4200000,17500000,31400000,12700000,Approved,75700000,High Class,Platinum,Excellent,Long Term
2005,4,Graduate,Yes,6600000,20500000,8,856,18800000,5400000,15100000,9400000,Approved,55300000,High Middle Class,Gold,Excellent,Long Term
2006,3,Graduate,No,8600000,23600000,4,324,13800000,3800000,28500000,4300000,Rejected,59000000,High Class,Platinum,Very Poor,Intermedate Term
2007,5,Graduate,No,7900000,28600000,12,812,12100000,14400000,30000000,11700000,Approved,76100000,High Class,Platinum,Excellent,Long Term
2008,5,Graduate,Yes,6800000,22600000,2,804,3500000,12500000,18200000,9900000,Approved,50900000,High Middle Class,Gold,Excellent,Short Term
2009,4,Graduate,No,700000,1800000,8,874,1600000,1000000,1300000,300000,Approved,4900000,Low Class,Bronze,Excellent,Long Term
2010,2,Not Graduate,Yes,3800000,10000000,12,516,2400000,4200000,14200000,5100000,Rejected,29700000,Low Middle Class,Silver,Poor,Long Term
2011,5,Graduate,Yes,6900000,18300000,4,402,12600000,13100000,23200000,6100000,Rejected,61900000,High Class,Gold,Very Poor,Intermedate Term
2012,1,Graduate,Yes,3700000,12400000,12,330,3400000,1000000,10400000,2800000,Rejected,21300000,Low Middle Class,Silver,Very Poor,Long Term
2013,1,Graduate,No,7900000,24000000,12,867,20500000,10000000,30700000,9400000,Approved,78500000,High Class,Platinum,Excellent,Long Term
2014,4,Graduate,Yes,8800000,34200000,16,844,18700000,11000000,20700000,10700000,Approved,69900000,High Class,Platinum,Excellent,Long Term
2015,5,Not Graduate,Yes,3300000,7800000,8,310,3000000,3900000,8300000,4200000,Rejected,22700000,Low Middle Class,Silver,Very Poor,Long Term
2016,4,Not Graduate,No,5800000,14200000,20,535,10200000,4000000,21100000,3400000,Rejected,44500000,High Middle Class,Silver,Poor,Long Term
2017,1,Graduate,Yes,7400000,29500000,16,323,10000000,4400000,29400000,8100000,Rejected,59300000,High Class,Platinum,Very Poor,Long Term
2018,1,Graduate,No,8200000,25600000,4,686,2000000,5900000,17300000,4400000,Approved,37800000,High Middle Class,Platinum,Good,Intermedate Term
2019,0,Not Graduate,Yes,3300000,9600000,8,465,6100000,700000,9700000,2000000,Rejected,21800000,Low Middle Class,Silver,Very Poor,Long Term
2020,4,Graduate,Yes,5300000,10700000,12,547,1000000,10200000,11600000,5700000,Rejected,33800000,Low Middle Class,Silver,Poor,Long Term
2021,1,Not Graduate,No,5700000,19100000,12,649,9400000,10200000,16400000,4500000,Approved,46200000,High Middle Class,Gold,Fair,Long Term
2022,2,Not Graduate,No,9000000,31000000,14,670,21300000,5400000,31100000,12900000,Approved,79700000,High Class,Platinum,Good,Long Term
2023,3,Graduate,No,5900000,14400000,10,408,2400000,5100000,23000000,3700000,Rejected,40100000,High Middle Class,Silver,Very Poor,Long Term
2024,2,Not Graduate,No,5400000,11900000,6,303,15000000,9200000,15400000,6900000,Rejected,51900000,High Middle Class,Silver,Very Poor,Intermedate Term
2025,0,Graduate,No,9800000,34800000,14,497,3000000,2200000,23800000,9600000,Rejected,48400000,High Middle Class,Platinum,Very Poor,Long Term
2026,4,Graduate,Yes,9800000,34100000,14,740,6500000,16900000,27100000,5100000,Approved,65400000,High Class,Platinum,Good,Long Term
2027,4,Not Graduate,Yes,3800000,8200000,4,309,10900000,3900000,10200000,3300000,Rejected,32100000,Low Middle Class,Silver,Very Poor,Intermedate Term
2028,0,Not Graduate,No,9500000,24400000,14,769,14400000,2400000,30800000,14200000,Approved,71300000,High Class,Platinum,Good,Long Term
2029,3,Graduate,Yes,2500000,7100000,6,420,3800000,3300000,8700000,3000000,Rejected,21300000,Low Middle Class,Silver,Very Poor,Intermedate Term
2030,1,Graduate,No,1900000,6000000,20,540,1100000,1400000,4300000,1300000,Rejected,10000000,Low Class,Silver,Poor,Long Term
2031,5,Graduate,Yes,4400000,10600000,20,806,9700000,3600000,10800000,2500000,Approved,31000000,Low Middle Class,Silver,Excellent,Long Term
2032,4,Graduate,Yes,1400000,2900000,6,723,3800000,0,4700000,1600000,Approved,11500000,Low Class,Bronze,Good,Intermedate Term
2033,5,Not Graduate,Yes,3200000,11800000,16,565,8100000,2700000,9200000,1800000,Approved,25000000,Low Middle Class,Silver,Poor,Long Term
2034,1,Graduate,Yes,3100000,9200000,16,374,2400000,3500000,7100000,3500000,Rejected,19600000,Low Middle Class,Silver,Very Poor,Long Term
2035,4,Graduate,No,4500000,9900000,10,509,11100000,3100000,12200000,2700000,Rejected,33600000,Low Middle Class,Silver,Poor,Long Term
2036,3,Not Graduate,Yes,9300000,23500000,16,728,3500000,9900000,27300000,9800000,Approved,59800000,High Class,Platinum,Good,Long Term
2037,2,Graduate,No,6900000,18200000,20,396,15600000,4300000,22900000,5400000,Rejected,55100000,High Middle Class,Gold,Very Poor,Long Term
2038,0,Not Graduate,Yes,3900000,8600000,2,667,4300000,6600000,13500000,2000000,Approved,30300000,Low Middle Class,Silver,Good,Short Term
2039,5,Not Graduate,No,3200000,7400000,12,583,9400000,5500000,10600000,3600000,Approved,32300000,Low Middle Class,Silver,Poor,Long Term
2040,1,Not Graduate,Yes,5600000,21100000,10,459,9700000,1400000,13900000,8100000,Rejected,38700000,High Middle Class,Gold,Very Poor,Long Term
2041,4,Not Graduate,Yes,3700000,11900000,18,635,6100000,6400000,11200000,4700000,Approved,32100000,Low Middle Class,Silver,Fair,Long Term
2042,3,Not Graduate,No,8400000,27200000,12,604,21400000,8800000,23700000,4700000,Approved,67000000,High Class,Platinum,Fair,Long Term
2043,0,Not Graduate,Yes,4200000,8900000,14,796,3000000,1600000,13300000,4800000,Approved,26900000,Low Middle Class,Silver,Excellent,Long Term
2044,4,Graduate,No,3800000,8500000,10,416,6200000,4800000,14900000,4100000,Rejected,33800000,Low Middle Class,Silver,Very Poor,Long Term
2045,3,Graduate,No,3200000,8200000,8,311,4900000,5600000,10700000,1600000,Rejected,26000000,Low Middle Class,Silver,Very Poor,Long Term
2046,1,Graduate,No,9700000,33900000,10,833,24600000,16200000,28300000,6600000,Approved,85400000,High Class,Platinum,Excellent,Long Term
2047,1,Not Graduate,Yes,4300000,9400000,6,543,7400000,5200000,14800000,4200000,Rejected,35900000,Low Middle Class,Silver,Poor,Intermedate Term
2048,5,Graduate,Yes,8100000,20300000,18,751,1600000,7900000,31700000,7400000,Approved,56700000,High Middle Class,Gold,Good,Long Term
2049,5,Not Graduate,Yes,9400000,23200000,14,885,16900000,1200000,34900000,4700000,Approved,67100000,High Class,Gold,Excellent,Long Term
2050,4,Not Graduate,Yes,8100000,19400000,6,346,7800000,9300000,29300000,4500000,Rejected,59000000,High Class,Gold,Very Poor,Intermedate Term
2051,4,Graduate,No,6500000,14500000,4,588,10300000,9500000,22800000,6400000,Approved,55500000,High Middle Class,Silver,Poor,Intermedate Term
2052,2,Graduate,No,9400000,23100000,4,488,20100000,3500000,28600000,10900000,Rejected,72500000,High Class,Gold,Very Poor,Intermedate Term
2053,1,Not Graduate,Yes,2600000,6600000,20,765,2100000,200000,5200000,1300000,Approved,11400000,Low Class,Silver,Good,Long Term
2054,3,Not Graduate,Yes,8000000,25600000,6,337,8800000,500000,18900000,9800000,Rejected,46000000,High Middle Class,Platinum,Very Poor,Intermedate Term
2055,1,Graduate,No,4700000,9300000,8,515,1000000,4700000,14600000,5700000,Rejected,30700000,Low Middle Class,Silver,Poor,Long Term
2056,2,Graduate,Yes,7600000,22300000,12,555,2100000,13800000,17700000,7100000,Approved,48300000,High Middle Class,Gold,Poor,Long Term
2057,1,Graduate,Yes,6800000,27200000,2,702,4600000,2400000,27100000,6300000,Approved,47200000,High Middle Class,Platinum,Good,Short Term
2058,2,Not Graduate,Yes,6600000,17000000,2,457,100000,1800000,23300000,6700000,Rejected,38500000,High Middle Class,Gold,Very Poor,Short Term
2059,2,Graduate,No,8200000,27200000,10,425,11400000,4900000,29300000,4500000,Rejected,58300000,High Middle Class,Platinum,Very Poor,Long Term
2060,1,Graduate,Yes,4400000,12300000,6,583,2400000,7900000,17200000,6600000,Approved,38500000,High Middle Class,Silver,Poor,Intermedate Term
2061,1,Not Graduate,No,8300000,29200000,6,877,13700000,9900000,31500000,9500000,Approved,72900000,High Class,Platinum,Excellent,Intermedate Term
2062,0,Graduate,No,9200000,36500000,14,522,10500000,5300000,22400000,13200000,Rejected,60600000,High Class,Platinum,Poor,Long Term
2063,5,Not Graduate,Yes,2700000,8700000,20,687,2600000,1200000,9000000,1300000,Approved,16800000,Low Middle Class,Silver,Good,Long Term
2064,0,Graduate,No,6100000,23600000,20,856,3300000,5200000,17700000,6400000,Approved,38700000,High Middle Class,Platinum,Excellent,Long Term
2065,4,Not Graduate,Yes,9100000,33000000,8,543,15700000,14400000,19500000,11200000,Rejected,69900000,High Class,Platinum,Poor,Long Term
2066,5,Not Graduate,Yes,7600000,15400000,14,576,2300000,2800000,24500000,4700000,Approved,41900000,High Middle Class,Gold,Poor,Long Term
2067,2,Not Graduate,No,7200000,17000000,10,856,18100000,12700000,15800000,6000000,Approved,59800000,High Class,Gold,Excellent,Long Term
2068,0,Graduate,Yes,2600000,8200000,8,722,3500000,4200000,7100000,3200000,Approved,20600000,Low Middle Class,Silver,Good,Long Term
2069,4,Graduate,Yes,6500000,20200000,12,653,18600000,1400000,23800000,6400000,Approved,56700000,High Middle Class,Gold,Fair,Long Term
2070,5,Graduate,No,8900000,35500000,16,480,17200000,11300000,25200000,4900000,Rejected,67500000,High Class,Platinum,Very Poor,Long Term
2071,2,Graduate,Yes,5400000,14300000,14,477,10200000,700000,11100000,5500000,Rejected,32900000,Low Middle Class,Silver,Very Poor,Long Term
2072,0,Graduate,No,300000,500000,2,885,200000,400000,700000,200000,Approved,1800000,Low Class,Bronze,Excellent,Short Term
2073,0,Not Graduate,No,8400000,19600000,18,530,17000000,3600000,24200000,12300000,Rejected,65500000,High Class,Gold,Poor,Long Term
2074,3,Graduate,No,8300000,17200000,8,870,4700000,8800000,18300000,10000000,Approved,50100000,High Middle Class,Gold,Excellent,Long Term
2075,4,Not Graduate,No,1700000,5600000,8,395,2700000,800000,3500000,2400000,Rejected,11100000,Low Class,Silver,Very Poor,Long Term
2076,2,Not Graduate,No,1500000,4200000,16,771,2500000,800000,5700000,1100000,Approved,11600000,Low Class,Bronze,Good,Long Term
2077,1,Not Graduate,Yes,200000,500000,2,579,500000,100000,500000,100000,Approved,1400000,Low Class,Bronze,Poor,Short Term
2078,1,Graduate,Yes,1000000,3700000,14,798,2000000,200000,3800000,1400000,Approved,8400000,Low Class,Bronze,Excellent,Long Term
2079,3,Not Graduate,Yes,8800000,25100000,8,473,17200000,600000,24400000,12400000,Rejected,63400000,High Class,Platinum,Very Poor,Long Term
2080,0,Graduate,Yes,1000000,3200000,8,304,500000,600000,3700000,700000,Rejected,6500000,Low Class,Bronze,Very Poor,Long Term
2081,0,Not Graduate,Yes,8600000,23000000,14,678,18800000,16400000,22900000,12000000,Approved,78700000,High Class,Gold,Good,Long Term
2082,5,Graduate,Yes,2400000,8900000,2,745,1700000,2000000,9200000,2100000,Approved,17400000,Low Middle Class,Silver,Good,Short Term
2083,1,Graduate,No,2400000,8900000,8,835,2400000,1200000,5500000,1100000,Approved,12600000,Low Middle Class,Silver,Excellent,Long Term
2084,5,Not Graduate,Yes,6000000,12100000,20,848,13900000,4800000,18000000,3600000,Approved,46300000,High Middle Class,Silver,Excellent,Long Term
2085,5,Not Graduate,No,7600000,16300000,18,872,5100000,1900000,20700000,5000000,Approved,40300000,High Middle Class,Gold,Excellent,Long Term
2086,3,Not Graduate,No,8000000,20100000,10,608,9800000,15500000,26100000,5200000,Approved,64600000,High Class,Gold,Fair,Long Term
2087,0,Graduate,Yes,5400000,19500000,16,758,2600000,2700000,18300000,6000000,Approved,35000000,Low Middle Class,Gold,Good,Long Term
2088,0,Not Graduate,Yes,1400000,3700000,4,841,3000000,1000000,4600000,1000000,Approved,11000000,Low Class,Bronze,Excellent,Intermedate Term
2089,0,Not Graduate,Yes,800000,2600000,2,618,300000,1200000,2000000,500000,Approved,4800000,Low Class,Bronze,Fair,Short Term
2090,4,Graduate,Yes,300000,1100000,4,457,700000,100000,1100000,400000,Approved,2600000,Low Class,Bronze,Very Poor,Intermedate Term
2091,0,Graduate,No,4100000,14400000,4,844,2700000,6000000,9900000,4200000,Approved,26900000,Low Middle Class,Silver,Excellent,Intermedate Term
2092,2,Not Graduate,No,1500000,3800000,4,776,2800000,0,5300000,1400000,Approved,11000000,Low Class,Bronze,Good,Intermedate Term
2093,1,Not Graduate,No,4600000,13900000,8,520,13300000,6400000,9800000,2200000,Rejected,36300000,Low Middle Class,Silver,Poor,Long Term
2094,1,Graduate,Yes,3300000,7500000,12,648,6400000,1700000,8700000,1600000,Approved,21700000,Low Middle Class,Silver,Fair,Long Term
2095,4,Not Graduate,Yes,7900000,31400000,10,654,16500000,15200000,25400000,5000000,Approved,70000000,High Class,Platinum,Fair,Long Term
2096,0,Not Graduate,No,8100000,26500000,20,342,5800000,5600000,23700000,5800000,Rejected,49000000,High Middle Class,Platinum,Very Poor,Long Term
2097,5,Not Graduate,No,900000,2800000,16,808,2100000,900000,3100000,800000,Approved,7800000,Low Class,Bronze,Excellent,Long Term
2098,1,Graduate,Yes,4900000,15200000,10,429,5700000,7300000,14400000,3300000,Rejected,35600000,Low Middle Class,Gold,Very Poor,Long Term
2099,3,Graduate,Yes,6100000,18100000,14,538,11800000,4200000,16200000,7500000,Rejected,45800000,High Middle Class,Gold,Poor,Long Term
2100,3,Not Graduate,No,4500000,16400000,6,533,1800000,5600000,12200000,3900000,Rejected,28000000,Low Middle Class,Gold,Poor,Intermedate Term
2101,2,Graduate,Yes,2900000,7300000,8,394,7700000,2600000,7700000,4000000,Rejected,24900000,Low Middle Class,Silver,Very Poor,Long Term
2102,1,Not Graduate,No,7900000,29300000,2,771,17600000,12800000,20400000,4000000,Approved,62700000,High Class,Platinum,Good,Short Term
2103,5,Graduate,Yes,4100000,10100000,4,792,4400000,6100000,8600000,4900000,Approved,28100000,Low Middle Class,Silver,Excellent,Intermedate Term
2104,5,Not Graduate,Yes,7700000,15500000,8,407,6500000,9100000,26300000,4600000,Rejected,54200000,High Middle Class,Gold,Very Poor,Long Term
2105,0,Not Graduate,No,5600000,19300000,18,544,6400000,2800000,19900000,6400000,Rejected,41100000,High Middle Class,Gold,Poor,Long Term
2106,5,Graduate,No,9000000,18000000,18,509,24600000,5200000,20000000,6100000,Rejected,64900000,High Class,Gold,Poor,Long Term
2107,4,Not Graduate,Yes,6400000,18400000,16,320,17700000,3600000,13900000,8300000,Rejected,49900000,High Middle Class,Gold,Very Poor,Long Term
2108,4,Graduate,No,6900000,14700000,2,496,12000000,7000000,15500000,4000000,Rejected,45400000,High Middle Class,Gold,Very Poor,Short Term
2109,3,Not Graduate,No,9100000,27400000,18,652,8500000,7300000,31700000,6800000,Approved,63400000,High Class,Platinum,Fair,Long Term
2110,2,Graduate,Yes,1100000,3700000,2,806,2700000,800000,2900000,500000,Approved,8000000,Low Class,Bronze,Excellent,Short Term
2111,4,Not Graduate,No,1700000,4500000,12,821,3200000,1900000,4900000,1500000,Approved,13200000,Low Middle Class,Bronze,Excellent,Long Term
2112,5,Graduate,Yes,9200000,28800000,20,618,14300000,10800000,33900000,10600000,Approved,78800000,High Class,Platinum,Fair,Long Term
2113,2,Not Graduate,Yes,8300000,20600000,12,729,22400000,9000000,31400000,8400000,Approved,79500000,High Class,Gold,Good,Long Term
2114,5,Not Graduate,Yes,5000000,10600000,6,839,12600000,8600000,19800000,3500000,Approved,49500000,High Middle Class,Silver,Excellent,Intermedate Term
2115,3,Graduate,No,2200000,6400000,2,318,1400000,2100000,4300000,1500000,Rejected,11500000,Low Class,Silver,Very Poor,Short Term
2116,2,Graduate,No,4500000,9600000,16,404,1800000,6000000,17000000,2700000,Rejected,32000000,Low Middle Class,Silver,Very Poor,Long Term
2117,5,Not Graduate,Yes,4100000,9000000,6,581,6600000,1500000,11300000,3400000,Approved,26900000,Low Middle Class,Silver,Poor,Intermedate Term
2118,1,Not Graduate,No,2800000,6800000,18,596,7900000,400000,7300000,1500000,Approved,19900000,Low Middle Class,Silver,Poor,Long Term
